entity_id,score,label_value,race,sex,age_cat
3146,0.3,1,Hispanic,Male,25 - 45
8237,0.3,0,Hispanic,Male,Greater than 45
2934,0.3,1,African-American,Male,25 - 45
9370,0.3,1,African-American,Male,Greater than 45
3153,0.3,0,Caucasian,Male,25 - 45
4135,0.3,1,African-American,Male,25 - 45
1746,0.3,1,Caucasian,Male,25 - 45
8014,0.3,1,African-American,Male,Greater than 45
7034,0.3,1,Caucasian,Male,25 - 45
8218,0.3,0,Caucasian,Female,Less than 25
8066,0.3,1,Caucasian,Male,Less than 25
7028,0.3,1,Caucasian,Male,25 - 45
1638,0.3,1,African-American,Male,Greater than 45
2968,0.3,1,African-American,Male,25 - 45
6989,0.3,1,Caucasian,Male,25 - 45
4250,0.3,0,African-American,Female,25 - 45
6991,0.3,1,African-American,Male,25 - 45
4245,0.3,0,African-American,Male,25 - 45
8059,0.3,0,Caucasian,Male,Greater than 45
4239,0.3,0,Hispanic,Male,25 - 45
9460,0.3,0,Hispanic,Male,25 - 45
9459,0.3,0,Other,Male,Less than 25
7007,0.3,0,African-American,Female,25 - 45
9458,0.3,1,African-American,Male,Less than 25
3113,0.3,1,Hispanic,Male,25 - 45
8048,0.3,0,Caucasian,Male,25 - 45
2952,0.3,0,African-American,Male,Less than 25
7010,0.3,1,African-American,Male,Greater than 45
8210,0.3,0,African-American,Female,25 - 45
1651,0.3,1,African-American,Male,Greater than 45
8040,0.3,0,African-American,Male,25 - 45
7022,0.3,1,African-American,Male,25 - 45
8216,0.3,0,African-American,Male,25 - 45
1676,0.3,0,Caucasian,Female,Greater than 45
4204,0.3,0,African-American,Male,25 - 45
3979,0.3,0,Caucasian,Male,25 - 45
2814,0.3,1,Caucasian,Male,25 - 45
3978,0.3,0,Caucasian,Female,Less than 25
7577,0.3,0,Hispanic,Female,25 - 45
2324,0.3,1,Hispanic,Male,Less than 25
7535,0.3,1,African-American,Male,25 - 45
3371,0.3,0,African-American,Male,Less than 25
3574,0.3,1,African-American,Male,Less than 25
8785,0.3,0,Hispanic,Female,25 - 45
3560,0.3,0,Caucasian,Male,25 - 45
2354,0.3,1,African-American,Male,Less than 25
2355,0.3,1,African-American,Male,Less than 25
8774,0.3,0,Caucasian,Male,25 - 45
2644,0.3,1,Caucasian,Male,25 - 45
2641,0.3,0,Other,Male,25 - 45
2357,0.3,0,African-American,Male,25 - 45
8768,0.3,0,African-American,Male,Less than 25
3552,0.3,0,Caucasian,Male,25 - 45
7559,0.3,0,Caucasian,Male,25 - 45
8484,0.3,1,Caucasian,Male,Less than 25
2360,0.3,0,Hispanic,Male,Less than 25
7563,0.3,0,Caucasian,Female,25 - 45
7564,0.3,0,Caucasian,Male,25 - 45
2365,0.3,0,Caucasian,Male,Greater than 45
8496,0.3,1,Caucasian,Male,Less than 25
8757,0.3,0,Caucasian,Male,Less than 25
2367,0.3,1,Caucasian,Female,25 - 45
2370,0.3,0,African-American,Female,25 - 45
8748,0.3,1,Caucasian,Male,Greater than 45
2655,0.3,0,African-American,Male,Less than 25
2658,0.3,0,Caucasian,Male,25 - 45
7526,0.3,1,Caucasian,Male,Less than 25
3607,0.3,1,Caucasian,Male,Greater than 45
3347,0.3,1,African-American,Female,25 - 45
2262,0.3,1,African-American,Male,Less than 25
2263,0.3,0,Native American,Male,25 - 45
3349,0.3,1,African-American,Male,25 - 45
8448,0.3,0,African-American,Male,25 - 45
8449,0.3,1,Caucasian,Male,25 - 45
8450,0.3,1,Caucasian,Male,25 - 45
2282,0.3,0,African-American,Male,25 - 45
7806,0.3,0,Caucasian,Male,25 - 45
2285,0.3,0,African-American,Male,25 - 45
8452,0.3,0,Caucasian,Male,25 - 45
8842,0.3,0,Caucasian,Male,Greater than 45
3577,0.3,0,African-American,Male,25 - 45
8456,0.3,0,African-American,Male,25 - 45
8841,0.3,1,African-American,Male,25 - 45
7500,0.3,0,African-American,Female,25 - 45
2294,0.3,0,Caucasian,Male,Less than 25
8827,0.3,0,Hispanic,Male,25 - 45
3591,0.3,0,Hispanic,Male,25 - 45
8819,0.3,0,Other,Female,25 - 45
8818,0.3,0,African-American,Male,25 - 45
3582,0.3,1,Hispanic,Female,25 - 45
8814,0.3,0,African-American,Female,25 - 45
8812,0.3,0,Hispanic,Male,25 - 45
2619,0.3,0,African-American,Male,25 - 45
8511,0.3,0,Caucasian,Male,Less than 25
3647,0.3,0,African-American,Male,Less than 25
2612,0.3,0,African-American,Male,25 - 45
8650,0.3,0,Hispanic,Male,25 - 45
8647,0.3,0,African-American,Female,25 - 45
2478,0.3,0,African-American,Male,25 - 45
8619,0.3,0,Caucasian,Male,25 - 45
8616,0.3,0,Caucasian,Male,25 - 45
2511,0.3,0,Hispanic,Male,25 - 45
2583,0.3,0,Caucasian,Female,25 - 45
7677,0.3,0,Caucasian,Female,25 - 45
3474,0.3,1,Caucasian,Male,25 - 45
7679,0.3,1,Caucasian,Male,Greater than 45
2516,0.3,0,African-American,Male,Less than 25
2517,0.3,0,African-American,Male,25 - 45
2520,0.3,1,African-American,Male,25 - 45
2582,0.3,0,Caucasian,Male,Greater than 45
2523,0.3,0,African-American,Male,Greater than 45
8605,0.3,0,African-American,Male,25 - 45
3463,0.3,0,Caucasian,Male,25 - 45
7690,0.3,1,Caucasian,Male,Greater than 45
2540,0.3,0,Caucasian,Male,Less than 25
3455,0.3,0,African-American,Female,25 - 45
3454,0.3,1,African-American,Male,25 - 45
3453,0.3,1,African-American,Male,Greater than 45
8590,0.3,0,Hispanic,Female,25 - 45
2550,0.3,0,Caucasian,Male,25 - 45
3445,0.3,0,Caucasian,Male,25 - 45
2588,0.3,0,Hispanic,Male,25 - 45
7648,0.3,0,African-American,Male,Less than 25
8668,0.3,0,Caucasian,Female,25 - 45
7620,0.3,0,African-American,Male,Greater than 45
3408,0.3,1,Caucasian,Female,Less than 25
8739,0.3,0,Caucasian,Male,Less than 25
2393,0.3,0,African-American,Male,Less than 25
3531,0.3,0,Caucasian,Female,25 - 45
7589,0.3,1,African-American,Male,25 - 45
2405,0.3,0,African-American,Female,Less than 25
3410,0.3,0,African-American,Male,Greater than 45
8517,0.3,1,African-American,Male,Less than 25
3528,0.3,0,African-American,Female,Less than 25
7607,0.3,0,African-American,Female,Less than 25
2429,0.3,0,Caucasian,Male,25 - 45
3519,0.3,1,African-American,Male,Greater than 45
2446,0.3,1,Caucasian,Male,Less than 25
7625,0.3,1,Other,Male,25 - 45
3417,0.3,0,Caucasian,Male,25 - 45
3516,0.3,1,Other,Male,25 - 45
2608,0.3,1,African-American,Male,25 - 45
8679,0.3,0,African-American,Male,25 - 45
7736,0.3,0,African-American,Male,25 - 45
8676,0.3,0,African-American,Male,25 - 45
8675,0.3,0,Caucasian,Male,25 - 45
7639,0.3,0,African-American,Male,25 - 45
3511,0.3,0,Caucasian,Male,Less than 25
2592,0.3,1,Caucasian,Male,25 - 45
2669,0.3,0,Caucasian,Male,Greater than 45
8864,0.3,0,Hispanic,Female,25 - 45
7214,0.3,1,African-American,Female,25 - 45
2069,0.3,0,African-American,Male,Less than 25
3882,0.3,0,Caucasian,Male,Less than 25
7711,0.3,0,African-American,Male,Less than 25
2809,0.3,0,African-American,Male,Less than 25
9148,0.3,0,Caucasian,Male,25 - 45
2808,0.3,0,African-American,Male,25 - 45
9144,0.3,1,African-American,Male,25 - 45
3859,0.3,1,Other,Male,25 - 45
3856,0.3,0,African-American,Female,25 - 45
3854,0.3,1,African-American,Male,Less than 25
2010,0.3,0,African-American,Male,25 - 45
2029,0.3,0,African-American,Male,25 - 45
3839,0.3,1,African-American,Male,Greater than 45
7316,0.3,0,Hispanic,Male,25 - 45
7318,0.3,0,African-American,Male,25 - 45
3836,0.3,0,Caucasian,Male,Greater than 45
9099,0.3,0,African-American,Female,Greater than 45
7322,0.3,1,Other,Male,Less than 25
3821,0.3,0,African-American,Female,Greater than 45
2038,0.3,0,Other,Male,25 - 45
2045,0.3,0,Caucasian,Female,Less than 25
8357,0.3,1,African-American,Male,Less than 25
7343,0.3,0,Caucasian,Male,25 - 45
3293,0.3,0,Caucasian,Female,25 - 45
2777,0.3,0,African-American,Male,25 - 45
3790,0.3,0,Caucasian,Male,25 - 45
7279,0.3,1,African-American,Male,25 - 45
3884,0.3,1,Caucasian,Female,Greater than 45
9158,0.3,1,Other,Female,25 - 45
7243,0.3,1,African-American,Male,25 - 45
3974,0.3,0,African-American,Male,25 - 45
1886,0.3,0,African-American,Male,Greater than 45
2855,0.3,1,African-American,Female,25 - 45
2842,0.3,1,African-American,Male,Less than 25
7224,0.3,1,African-American,Male,Less than 25
3246,0.3,0,Caucasian,Male,25 - 45
8316,0.3,1,Hispanic,Male,25 - 45
1907,0.3,1,African-American,Male,Less than 25
1917,0.3,0,Caucasian,Male,Greater than 45
7240,0.3,0,African-American,Male,25 - 45
1927,0.3,1,African-American,Male,25 - 45
3941,0.3,0,Caucasian,Male,25 - 45
9167,0.3,0,African-American,Male,25 - 45
9196,0.3,1,Caucasian,Male,25 - 45
1930,0.3,0,Caucasian,Female,Greater than 45
2829,0.3,0,Hispanic,Male,25 - 45
3925,0.3,1,African-American,Male,Less than 25
3917,0.3,0,African-American,Male,Less than 25
2825,0.3,1,Caucasian,Male,Less than 25
7257,0.3,1,Caucasian,Male,Less than 25
1943,0.3,1,African-American,Male,Less than 25
3897,0.3,1,Caucasian,Male,25 - 45
3890,0.3,0,Other,Male,25 - 45
1951,0.3,0,African-American,Male,Less than 25
7355,0.3,0,Caucasian,Female,25 - 45
8365,0.3,0,African-American,Male,Less than 25
8866,0.3,0,Hispanic,Female,25 - 45
3785,0.3,0,Caucasian,Male,Less than 25
2161,0.3,0,Caucasian,Male,25 - 45
2168,0.3,0,Hispanic,Male,25 - 45
2176,0.3,1,Caucasian,Male,25 - 45
2718,0.3,1,African-American,Female,25 - 45
2188,0.3,1,African-American,Male,Less than 25
2193,0.3,1,Caucasian,Female,25 - 45
8416,0.3,0,African-American,Female,Less than 25
2194,0.3,0,African-American,Female,25 - 45
8914,0.3,1,African-American,Male,Less than 25
2209,0.3,1,Hispanic,Male,25 - 45
3679,0.3,1,Caucasian,Female,Greater than 45
8902,0.3,0,Other,Male,Less than 25
7448,0.3,0,African-American,Female,25 - 45
7838,0.3,1,African-American,Male,Less than 25
7835,0.3,1,African-American,Male,25 - 45
3660,0.3,0,Other,Male,Greater than 45
2681,0.3,0,African-American,Male,25 - 45
8876,0.3,0,African-American,Male,25 - 45
3335,0.3,1,Hispanic,Female,25 - 45
2256,0.3,0,Caucasian,Male,Greater than 45
2678,0.3,0,African-American,Male,Less than 25
7465,0.3,0,Caucasian,Male,Less than 25
3343,0.3,1,African-American,Male,Less than 25
3345,0.3,0,Caucasian,Female,25 - 45
2259,0.3,0,African-American,Male,25 - 45
8962,0.3,0,Caucasian,Male,25 - 45
2157,0.3,1,African-American,Female,Less than 25
7862,0.3,1,Hispanic,Male,Less than 25
2740,0.3,1,African-American,Male,25 - 45
7361,0.3,0,Hispanic,Male,Greater than 45
3780,0.3,0,Caucasian,Male,Less than 25
7365,0.3,0,Caucasian,Male,25 - 45
8373,0.3,0,Caucasian,Male,Greater than 45
9039,0.3,0,African-American,Male,Less than 25
7898,0.3,0,African-American,Male,25 - 45
9033,0.3,0,Other,Male,Less than 25
7383,0.3,1,Caucasian,Male,Less than 25
9030,0.3,0,Hispanic,Male,Less than 25
8384,0.3,0,African-American,Female,25 - 45
3306,0.3,0,Caucasian,Male,25 - 45
3310,0.3,0,Hispanic,Male,25 - 45
8407,0.3,1,Caucasian,Male,25 - 45
7889,0.3,1,Caucasian,Male,25 - 45
7392,0.3,0,African-American,Male,Greater than 45
8390,0.3,0,Caucasian,Male,25 - 45
2125,0.3,0,Caucasian,Male,25 - 45
2128,0.3,1,African-American,Male,25 - 45
7881,0.3,0,African-American,Male,25 - 45
8394,0.3,1,African-American,Male,Less than 25
2728,0.3,0,Asian,Male,Less than 25
7868,0.3,0,African-American,Female,25 - 45
7400,0.3,0,African-American,Female,25 - 45
7867,0.3,0,African-American,Male,25 - 45
3634,0.3,0,Caucasian,Male,25 - 45
3038,0.3,0,Caucasian,Female,Greater than 45
6836,0.3,1,Caucasian,Male,Less than 25
6478,0.3,1,Hispanic,Female,25 - 45
4769,0.3,0,Caucasian,Male,25 - 45
5260,0.3,0,African-American,Male,25 - 45
6215,0.3,0,Other,Female,Less than 25
946,0.3,1,African-American,Male,Greater than 45
5885,0.3,1,Caucasian,Male,Greater than 45
4763,0.3,0,Caucasian,Male,Less than 25
10737,0.3,0,Caucasian,Female,Greater than 45
968,0.3,1,Caucasian,Female,25 - 45
5258,0.3,0,Caucasian,Male,Greater than 45
10750,0.3,0,Caucasian,Female,Greater than 45
1122,0.3,0,African-American,Male,Less than 25
257,0.3,0,Hispanic,Male,Less than 25
975,0.3,0,African-American,Male,Less than 25
5373,0.3,0,Hispanic,Male,Less than 25
5051,0.3,0,Caucasian,Male,25 - 45
10567,0.3,0,Caucasian,Female,25 - 45
6203,0.3,0,African-American,Male,25 - 45
10563,0.3,0,African-American,Male,Greater than 45
1007,0.3,0,African-American,Female,25 - 45
6498,0.3,0,Caucasian,Female,25 - 45
6029,0.3,1,African-American,Male,Less than 25
10570,0.3,0,Caucasian,Male,Greater than 45
944,0.3,0,African-American,Male,25 - 45
6222,0.3,1,Other,Male,Less than 25
4825,0.3,1,African-American,Male,Less than 25
10095,0.3,0,African-American,Male,25 - 45
4817,0.3,1,African-American,Male,25 - 45
10094,0.3,0,Caucasian,Male,Less than 25
293,0.3,1,African-American,Male,Less than 25
5905,0.3,1,Caucasian,Male,Greater than 45
411,0.3,0,African-American,Female,25 - 45
697,0.3,1,African-American,Male,Greater than 45
10698,0.3,1,African-American,Male,Less than 25
291,0.3,0,Caucasian,Male,Greater than 45
4793,0.3,1,Caucasian,Male,25 - 45
5358,0.3,1,African-American,Male,25 - 45
285,0.3,1,Other,Female,Greater than 45
10079,0.3,1,Hispanic,Female,25 - 45
680,0.3,0,African-American,Male,25 - 45
10072,0.3,1,Caucasian,Male,25 - 45
10071,0.3,0,Hispanic,Female,25 - 45
10713,0.3,0,Hispanic,Female,Less than 25
10718,0.3,0,Other,Male,Less than 25
1023,0.3,0,Caucasian,Female,Greater than 45
4748,0.3,0,African-American,Female,25 - 45
10768,0.3,1,Caucasian,Male,25 - 45
6046,0.3,0,African-American,Male,Greater than 45
6535,0.3,1,Caucasian,Male,Less than 25
10818,0.3,1,Caucasian,Female,25 - 45
10556,0.3,0,African-American,Female,25 - 45
4705,0.3,1,African-American,Male,Greater than 45
621,0.3,0,Hispanic,Male,Less than 25
5444,0.3,1,Caucasian,Female,25 - 45
1099,0.3,0,Caucasian,Male,Less than 25
194,0.3,0,Caucasian,Male,25 - 45
4704,0.3,1,Caucasian,Male,25 - 45
6180,0.3,1,African-American,Male,Less than 25
10258,0.3,1,Caucasian,Male,Greater than 45
4697,0.3,0,African-American,Male,Less than 25
1101,0.3,0,Hispanic,Female,25 - 45
9953,0.3,1,African-American,Male,Less than 25
6055,0.3,1,African-American,Female,Less than 25
5449,0.3,0,Caucasian,Male,25 - 45
9941,0.3,1,Hispanic,Male,25 - 45
5099,0.3,0,African-American,Male,Greater than 45
6564,0.3,0,Caucasian,Male,25 - 45
5427,0.3,0,African-American,Female,25 - 45
6529,0.3,1,Other,Male,Less than 25
10779,0.3,0,Caucasian,Male,Greater than 45
6045,0.3,0,Caucasian,Male,25 - 45
6507,0.3,1,African-American,Male,25 - 45
6508,0.3,0,African-American,Female,25 - 45
5854,0.3,0,African-American,Male,25 - 45
10011,0.3,1,African-American,Male,Greater than 45
10786,0.3,0,Caucasian,Female,Greater than 45
5251,0.3,0,Caucasian,Male,Less than 25
5406,0.3,0,Hispanic,Male,25 - 45
5850,0.3,1,Caucasian,Female,25 - 45
10370,0.3,0,Caucasian,Female,25 - 45
227,0.3,1,African-American,Female,25 - 45
635,0.3,1,African-American,Male,25 - 45
630,0.3,0,Caucasian,Male,Less than 25
629,0.3,0,Hispanic,Male,Less than 25
1062,0.3,0,African-American,Male,25 - 45
213,0.3,1,Caucasian,Male,25 - 45
6524,0.3,0,Caucasian,Male,25 - 45
1068,0.3,1,Caucasian,Female,Greater than 45
9983,0.3,1,African-American,Male,Less than 25
6043,0.3,0,Caucasian,Male,Greater than 45
298,0.3,1,Other,Male,25 - 45
6022,0.3,1,Caucasian,Male,Greater than 45
10097,0.3,1,African-American,Male,25 - 45
4991,0.3,1,African-American,Male,Greater than 45
384,0.3,0,African-American,Male,25 - 45
6354,0.3,1,Caucasian,Female,Greater than 45
10624,0.3,1,African-American,Male,25 - 45
10208,0.3,0,Caucasian,Male,25 - 45
5969,0.3,1,Caucasian,Male,25 - 45
4923,0.3,1,Other,Male,Less than 25
6271,0.3,0,Caucasian,Male,25 - 45
6360,0.3,0,Caucasian,Male,25 - 45
815,0.3,1,Caucasian,Male,Less than 25
6268,0.3,0,African-American,Female,25 - 45
5316,0.3,1,African-American,Male,25 - 45
818,0.3,0,Caucasian,Male,25 - 45
838,0.3,0,African-American,Male,25 - 45
4904,0.3,0,Other,Male,Greater than 45
5964,0.3,0,African-American,Female,Less than 25
5963,0.3,1,Caucasian,Male,Less than 25
849,0.3,1,African-American,Male,25 - 45
10269,0.3,0,Caucasian,Male,25 - 45
853,0.3,0,African-American,Male,Greater than 45
762,0.3,1,Caucasian,Male,25 - 45
6345,0.3,0,African-American,Male,Less than 25
4888,0.3,0,African-American,Male,Greater than 45
4926,0.3,0,African-American,Male,Greater than 45
5988,0.3,0,Caucasian,Female,Less than 25
775,0.3,0,Caucasian,Male,Greater than 45
10596,0.3,0,Other,Male,Less than 25
764,0.3,0,Hispanic,Male,Greater than 45
4978,0.3,0,African-American,Male,25 - 45
10243,0.3,0,Hispanic,Female,25 - 45
6302,0.3,0,African-American,Male,Less than 25
6285,0.3,1,Caucasian,Female,25 - 45
4980,0.3,0,Caucasian,Male,25 - 45
6305,0.3,0,African-American,Female,Less than 25
10611,0.3,1,Caucasian,Male,Greater than 45
6315,0.3,1,African-American,Male,25 - 45
789,0.3,0,African-American,Male,25 - 45
10618,0.3,1,African-American,Male,25 - 45
364,0.3,0,African-American,Male,25 - 45
10220,0.3,0,African-American,Male,Less than 25
10623,0.3,1,Other,Male,Greater than 45
4928,0.3,0,Other,Male,25 - 45
810,0.3,1,African-American,Male,25 - 45
10180,0.3,0,Caucasian,Female,25 - 45
858,0.3,0,African-American,Female,25 - 45
5266,0.3,0,Caucasian,Male,Greater than 45
5934,0.3,1,African-American,Male,25 - 45
10671,0.3,1,African-American,Male,25 - 45
5332,0.3,0,Caucasian,Male,25 - 45
10675,0.3,1,Caucasian,Male,25 - 45
4846,0.3,0,African-American,Male,25 - 45
5924,0.3,1,African-American,Male,25 - 45
300,0.3,0,Caucasian,Female,25 - 45
899,0.3,0,African-American,Male,25 - 45
4430,0.3,1,Hispanic,Male,25 - 45
5921,0.3,1,Caucasian,Male,Greater than 45
5333,0.3,0,African-American,Male,Less than 25
10682,0.3,0,Hispanic,Female,25 - 45
10293,0.3,0,Caucasian,Male,Less than 25
10296,0.3,0,African-American,Male,25 - 45
909,0.3,0,African-American,Male,Less than 25
10689,0.3,0,Hispanic,Male,25 - 45
10301,0.3,1,African-American,Male,Less than 25
5914,0.3,0,African-American,Male,25 - 45
4826,0.3,1,Hispanic,Male,25 - 45
6434,0.3,0,Hispanic,Female,25 - 45
888,0.3,0,Caucasian,Female,Less than 25
6249,0.3,1,Caucasian,Male,25 - 45
5281,0.3,0,Hispanic,Male,Less than 25
10136,0.3,1,African-American,Male,25 - 45
6266,0.3,0,African-American,Male,25 - 45
5318,0.3,1,Hispanic,Male,Greater than 45
10171,0.3,1,African-American,Male,25 - 45
10631,0.3,0,Caucasian,Male,Greater than 45
6386,0.3,1,Hispanic,Male,25 - 45
10588,0.3,0,Hispanic,Male,25 - 45
4877,0.3,1,Caucasian,Male,Less than 25
869,0.3,0,Caucasian,Male,25 - 45
10271,0.3,0,Hispanic,Male,25 - 45
331,0.3,1,Caucasian,Male,25 - 45
4872,0.3,0,African-American,Female,25 - 45
10273,0.3,0,African-American,Male,25 - 45
875,0.3,0,African-American,Female,25 - 45
408,0.3,0,Caucasian,Female,Less than 25
10139,0.3,1,African-American,Female,25 - 45
6399,0.3,0,Caucasian,Male,25 - 45
4871,0.3,1,Caucasian,Male,Greater than 45
5938,0.3,1,African-American,Male,25 - 45
6402,0.3,0,African-American,Female,25 - 45
9924,0.3,1,Caucasian,Male,25 - 45
10555,0.3,1,African-American,Male,25 - 45
4678,0.3,0,African-American,Male,Greater than 45
5691,0.3,0,Caucasian,Male,25 - 45
4485,0.3,1,African-American,Male,Less than 25
6748,0.3,0,Other,Male,Less than 25
1334,0.3,0,African-American,Male,25 - 45
10951,0.3,0,Hispanic,Male,Less than 25
456,0.3,0,Caucasian,Male,25 - 45
5543,0.3,1,Caucasian,Male,Greater than 45
33,0.3,0,Other,Male,25 - 45
1347,0.3,1,Caucasian,Female,25 - 45
5173,0.3,1,African-American,Female,25 - 45
521,0.3,1,Hispanic,Female,25 - 45
5725,0.3,1,African-American,Male,Less than 25
1361,0.3,1,African-American,Male,25 - 45
6762,0.3,1,Caucasian,Male,Less than 25
5548,0.3,1,Hispanic,Female,25 - 45
9720,0.3,1,Caucasian,Male,25 - 45
5684,0.3,0,African-American,Male,Less than 25
5553,0.3,0,Caucasian,Male,Less than 25
5558,0.3,0,Caucasian,Male,25 - 45
10491,0.3,0,Caucasian,Male,25 - 45
5675,0.3,1,Caucasian,Male,Greater than 45
1332,0.3,1,Other,Male,25 - 45
5162,0.3,0,Caucasian,Female,25 - 45
4495,0.3,0,African-American,Male,Less than 25
4496,0.3,0,African-American,Male,Less than 25
69,0.3,1,African-American,Male,25 - 45
10931,0.3,0,Hispanic,Male,25 - 45
10932,0.3,0,African-American,Male,25 - 45
546,0.3,0,Hispanic,Male,25 - 45
10462,0.3,0,Caucasian,Female,25 - 45
10471,0.3,1,African-American,Male,Greater than 45
611,0.3,0,African-American,Male,Greater than 45
50,0.3,1,Other,Male,Greater than 45
38,0.3,0,Caucasian,Female,25 - 45
4518,0.3,1,African-American,Male,Less than 25
1303,0.3,1,African-American,Male,Less than 25
9777,0.3,1,African-American,Male,25 - 45
5700,0.3,1,Caucasian,Female,25 - 45
10948,0.3,0,Caucasian,Male,Greater than 45
6726,0.3,1,Hispanic,Male,25 - 45
9756,0.3,1,African-American,Male,25 - 45
1323,0.3,0,African-American,Female,25 - 45
37,0.3,1,African-American,Male,25 - 45
5697,0.3,0,African-American,Female,Less than 25
6776,0.3,0,Caucasian,Male,Greater than 45
4462,0.3,0,African-American,Female,25 - 45
24,0.3,1,Caucasian,Male,25 - 45
6805,0.3,1,African-American,Male,Less than 25
4450,0.3,0,African-American,Male,Less than 25
5655,0.3,0,Caucasian,Female,25 - 45
4447,0.3,1,African-American,Male,Less than 25
13,0.3,1,Caucasian,Male,Less than 25
9664,0.3,1,Caucasian,Female,25 - 45
501,0.3,0,Caucasian,Male,25 - 45
9662,0.3,0,Caucasian,Male,Greater than 45
5197,0.3,1,African-American,Male,Greater than 45
497,0.3,0,Hispanic,Female,Less than 25
5649,0.3,0,Caucasian,Female,25 - 45
10988,0.3,0,Hispanic,Male,25 - 45
6820,0.3,0,African-American,Male,25 - 45
6824,0.3,0,Hispanic,Male,Greater than 45
9655,0.3,1,Caucasian,Male,25 - 45
10997,0.3,0,African-American,Male,Less than 25
1448,0.3,0,Caucasian,Male,Less than 25
489,0.3,1,Caucasian,Male,25 - 45
1458,0.3,0,Caucasian,Male,Less than 25
9634,0.3,0,Hispanic,Male,Less than 25
502,0.3,0,African-American,Male,Less than 25
5607,0.3,0,Caucasian,Male,25 - 45
